"product_name","brands","stores","nutriscore_grade","nutrition_score_fr","energy_kcal","fat_100g","saturated_fat_100g","sugars_100g","salt_100g","fiber_100g","proteins_100g","labels","origins","categories","url","code"
"Coco specialty","Confetteria Raffaello,Ferrero","spar","e","","627.0","48.3","29.5","33.6","0.267","","7.4","Ponto Verde,Tidy man","","Lanches comida,Lanches doces,Cacau e derivados,Confeitaria,Bombons de chocolate,Bombons","https://world.openfoodfacts.org/product/8000500023976/coco-specialty-confetteria-raffaello","8000500023976"
"Salade & Compagnie Manhattan Poulet Roti","SODEBO","","c","","186.0","8.8","2.5","4.1","0.53","2.8","8.3","Nutriscore,Nutriscore Grade A","","Meals,Pasta dishes,Prepared salads,Meals with meat,Pasta salads,Poultry meals,Salads with meat,Meals with chicken,Pasta salad with meat,Pasta salad with chicken","https://world.openfoodfacts.org/product/3242274030056/salade-compagnie-manhattan-poulet-roti-sodebo","3242274030056"
"Poudre stevia","Pure Via","Magasins U,Delhaize,carrefour.fr,Picard","not-applicable","","2.0","0.2","0.2","0.0","0.0","","0.0","","","Plant-based foods and beverages, Plant-based foods, Sweeteners, Food additives, Stevia and their products, Sugar substitutes, en:tabletop-sweeteners","https://world.openfoodfacts.org/product/3329757002998/poudre-stevia-pure-via","3329757002998"
"Nutella","Ferrero","Dia,Migros","e","","539.0","30.9","10.6","56.3","0.17","","6.3","Sustainable, Sustainable Palm Oil, Roundtable on Sustainable Palm Oil","","Breakfasts, Spreads, Festive foods, Sweet spreads, Christmas foods and drinks, fr:Pâtes à tartiner, Hazelnut spreads, Chocolate spreads, Cocoa and hazelnuts spreads","https://world.openfoodfacts.org/product/8000500082379/nutella-ferrero","8000500082379"
"Sidi Ali Kids","","","a","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","Eaux minérales naturelles","https://world.openfoodfacts.org/product/6111035002359/sidi-ali-kids","6111035002359"
"Anchor spreadable","Anchor","","e","","632.0","70.0","28.0","0.5","1.1","","0.5","","","Dairies, Fats, Spreads, Spreadable fats, Animal fats, Dairy spreads, Milkfat, Butters","https://world.openfoodfacts.org/product/5000246728749/anchor-spreadable","5000246728749"
"Barres de fruits secs & noix Myrtilles","Nakd.","E.leclerc,Auchan,Carrefour,Cora,Franprix,Magasin U,Carrefour Market,carrefour.fr,Globus,Albert Heijn,Consum","d","","368.0","11.0","1.7","49.0","0.01","9.5","6.6","No gluten, Vegetarian, Kosher, No preservatives, Source of fibre, Vegan, 100% natural, FSC, FSC Mix, Green Dot, No added sugar, No lactose, Triman, en:kashrut-division-of-the-london-beth-din","","Barres de fruits à coques","https://world.openfoodfacts.org/product/5060088707685/blueberry-muffin-bars-nakd","5060088707685"
"Hand finished seeded sourdough bread","Coop","","b","","251.0","3.9","0.5","3.0","0.77","5.1","8.8","","","Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Multi-seed-sour-dough-loaf, Seeded bread","https://world.openfoodfacts.org/product/5000129341041/hand-finished-seeded-sourdough-bread-coop","5000129341041"
"Tagger","Bimo","","e","","535.0","29.0","18.0","47.0","0.18","1.5","3.3","","","Snacks, Sweet snacks, Biscuits and cakes, Biscuits and crackers, Cocoa and its products, Biscuits, Chocolates, Pastries, Waffles, Chocolate coated waffles, en:bars","https://world.openfoodfacts.org/product/6111031005033/tagger-bimo","6111031005033"
"Goûter 4S Saveur pommes","Gerblé","super u,Magasins U,carrefour.fr","b","","456.0","17.0","1.4","8.9","0.05","6.5","7.6","Low or no sugar, Low sugar, Reduced sugar, Made in France, No colorings, Nutriscore, Nutriscore Grade A, Without sweeteners, Triman, en:no-palm-oil","farine 100% française,pommes origine UE et non-UE","Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits aux fruits","https://world.openfoodfacts.org/product/3175681209282/gouter-4s-saveur-pommes-gerble","3175681209282"
"Ciel 50cl","Ciel","","b","","0.0","0.0","0.0","0.0","0.013","0.0","0.0","","","Boissons,Eaux,Boissons sans sucre ajouté,Eaux de table","https://world.openfoodfacts.org/product/5449000135544/ciel-50cl","5449000135544"
"Super Seedy & Nutty Granola","Bio & Me","Holland & Barrett,Tesco","a","","402.0","14.4","2.2","9.6","0.03","14.4","10.9","no-added-sugar, prebiotic, pt:natural, vegetarian, gut-friendly","","Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Granola","https://world.openfoodfacts.org/product/5070000126579/super-seedy-nutty-granola-bio-me","5070000126579"
"Wheat Biscuits","Tesco","Tesco","a","","358.0","2.0","0.6","4.4","0.28","10.0","12.0","Vegan,Vegetarian","","Plant-based foods and beverages,Plant-based foods,Snacks,Breakfasts,Cereals and potatoes,Sweet snacks,Cereals and their products,Breakfast cereals","https://world.openfoodfacts.org/product/5000119117359/wheat-biscuits-tesco","5000119117359"
"Protein Cocoa Hazelnut Bars","Nakd","Tesco,Amazon,Holland and Barrett’s","not-applicable","","421.0","21.7","3.5","25.2","0.01","15.4","16.1","No gluten, Vegetarian, Kosher, Vegan, FSC, FSC Mix, No added sugar, No lactose, No milk, Triman, en:kashrut-division-of-the-london-beth-din","","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Snacks,Snacks sucrés,Fruits à coques et dérivés,Barres,Barres de céréales,Compléments alimentaires,Compléments pour le Bodybuilding,Barres de céréales au chocolat,Barres de fruits à coques,Barre de céréales au chocolat renforcée en vitamines et minéraux,Barres énergétiques,Barres protéinées,en:barres-de-cereales,en:barres-de-fruits-noix,Barres aux fruits","https://world.openfoodfacts.org/product/5060088700112/protein-cocoa-hazelnut-bars-nakd","5060088700112"
"Vegan Spread","Flora","","d","","632.0","70.0","20.0","0.5","1.2775","","0.5","Vegetarian, Vegan, No palm oil, en:no-gluten","","Plant-based foods and beverages, Plant-based foods, Fats, Spreads, Plant-based spreads, Spreadable fats, Vegetable fats, Margarines","https://world.openfoodfacts.org/product/8719200269828/vegan-spread-flora","8719200269828"
"Pâte à tartiner noisette du Lot et Garonne cacao","Lucien Georgelin","Magasins U,leclerc,carrefour.fr","e","","552.0","33.0","3.0","55.0","0.13","0.0","8.6","No gluten, Cooked in France, Green Dot, Made in France, No palm oil, fr:Saveurs de l'Année, fr:Saveurs de l'Année 2017, fr:triman","Noisette de France","Breakfasts, Spreads, Sweet spreads, fr:Pâtes à tartiner, en:cocoa-and-hazelnuts-spreads","https://world.openfoodfacts.org/product/3330720237361/pate-a-tartiner-noisette-du-lot-et-garonne-cacao-lucien-georgelin","3330720237361"
"Majoneesi","UNILEVER NORGE AS","Woolworths,Coles","e","","720.0","79.0","6.1","1.3","1.18","","1.1","No gluten, en:green-dot","","Mausteet,Kastikkeet,Salaattikastikkeet,Majoneesit","https://world.openfoodfacts.org/product/5000184321064/hellmann-s-real-mayonnaise-glass-400g-unilever-norge-as","5000184321064"
"Thé - Biscuits","Lu","Auchan,Magasins U,carrefour.fr","e","","453.0","14.0","6.7","26.0","0.7","3.4","7.5","Labels de distributeurs,en:Charte LU Harmony,Fabriqué en France,Blé français,Triman","fr:Blé de France","Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Gâteaux secs","https://world.openfoodfacts.org/product/7622210476296/the-biscuits-lu","7622210476296"
"Petites Madeleines","St Michel","netto,Magasins U,casino,carrefour.fr","d","","419.0","21.0","2.0","23.0","0.71","1.5","5.5","Vrije uitloop,Conserveermiddelvrij,Vrije uitloop eieren,Geproduceerd in Frankrijk,Zonder kleurstoffen,en:No hydrogenated fats,Zonder palmolie,Nutriscore,en:Blé français","Frankrijk","snacks, zoete-snacks, koekjes-en-cakes, cakes, madeleines, fr:madeleines-natures","https://world.openfoodfacts.org/product/3178530410105/petites-madeleines-st-michel","3178530410105"
"Goûter pépites de chocolat","Gerblé","Carrefour Market,Monoprix,Magasins U,carrefour.fr,Leclerc","d","","459.0","16.0","3.7","20.0","0.27","5.1","7.3","Fabriqué en France,Sans colorants,Nutriscore C,Rainforest Alliance,Sans huile de palme","Farine de blé 100% française,sans traitement sur le grain récolté,cultivé selon une agriculture durable,champs éloignés de la pollution,Cacao certifié Rainforest Alliance","Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, Biscuit aux céréales et pépites de chocolat, Goûter pépites de chocolat","https://world.openfoodfacts.org/product/3251490307002/gouter-pepites-de-chocolat-gerble","3251490307002"
"Cream of tomato soup imp","Heinz","Irma.dk,tesco,Sainsbury's","a","","51.0","2.15","0.2","5.1","0.6","0.6","0.85","No gluten","","Soups","https://world.openfoodfacts.org/product/5000157062673/cream-of-tomato-soup-imp-heinz","5000157062673"
"Ain Saiss","Eau Minérale","","c","","20.0","0.0","0.0","4.9","0.0","","0.0","","","Boissons et préparations de boissons,Boissons,Eaux,Eaux aromatisées","https://world.openfoodfacts.org/product/6111128000217/ain-saiss-eau-minerale","6111128000217"
"CRISTALINE Eau De Source Pétillante 1,5L","Cristaline","Bi1,carrefour.fr,Casino","a","","","","","","0.07","","","Faible teneur en sodium","France","Boissons, Boissons gazeuses, Eaux, Eaux de sources, Eaux minérales, Boissons sans alcool, Boissons sans sucre ajouté, Eaux gazeuses, Eaux minérales gazeuses, Eaux-de-source-avec-adjonction-de-gaz-carbonique","https://world.openfoodfacts.org/product/3254380008430/cristaline-eau-de-source-petillante-1-5l","3254380008430"
"Sea salt & cider vinegar chips","Tyrrell’s","Marktkauf,Coop,Carrefour,Tesco","d","","502.0","27.2","2.3","2.3","1.77","6.3","6.4","Vegetarian,No gluten,Triman,Red-tractor-certified-potato,Assured Food Standards","England","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Snacks, Céréales et pommes de terre, Snacks salés, Amuse-gueules, Chips et frites, Chips, Chips de pommes de terre, Chips au sel et vinaigre, Chips de pommes de terre à l'huile de tournesol","https://world.openfoodfacts.org/product/5060042641406/sea-salt-cider-vinegar-crisps-tyrrell-s","5060042641406"
"Coulommiers Doux et Crémeux","CF&R,Cœur de Lion,Savencia","Leclerc,carrefour.fr,Intermarché","d","","283.0","23.0","16.0","0.1","1.5","","18.0","Lait Français,Fabriqué en France,Triman,Au-bon-lait-normand","Lait origine France","Produits laitiers,Produits fermentés,Produits laitiers fermentés,Fromages,Fromages à pâte molle,Fromages de vache,Fromages à pâte molle à croûte fleurie,Produits pasteurisés,Fromages de France,Fromages pasteurisés,Coulommiers","https://world.openfoodfacts.org/product/3176582033563/coulommiers-doux-et-cremeux-cf-r","3176582033563"
"Nescafe classic","Nescafé","","unknown","","10.0","1.0","10.0","0.5","0.05","0.5","0.5","","","en:instant-coffees","https://world.openfoodfacts.org/product/6111018903185/nescafe-classic","6111018903185"
"Heinz [Seriously] Good Mayonnaise","Heinz","","d","","644.0","70.0","5.3","1.5","1.0","","0.8","No gluten, Vegetarian, Kosher, Green Dot, No lactose","","Condiments, Sauces, Mayonnaises","https://world.openfoodfacts.org/product/5000157143037/heinz-seriously-good-mayonnaise","5000157143037"
"Muesli avoine chocolat bio","Bjorg","Leclerc,Magasins U,Auchan,carrefour.fr","a","","390.0","9.6","3.8","8.7","0.1","10.0","12.0","Low or no sugar, Low sugar, Organic, EU Organic, Non-EU Agriculture, Reduced sugar, Certified B Corporation, DE-ÖKO-001, EU Agriculture, EU/non-EU Agriculture, Green Dot, Made in Germany, Nutriscore, Nutriscore Grade B, AB Agriculture Biologique","en:European Union and Non European Union","Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Chocolate cereals, Mueslis, Mueslis with chocolate","https://world.openfoodfacts.org/product/3229820769165/muesli-avoine-chocolat-bio-bjorg","3229820769165"
"eau minérale","Sidi Ali","","a","","","","","","","","","","","en:Beverages,en:Waters,en:Spring waters,en:Mineral waters,en:Natural mineral waters,water","https://world.openfoodfacts.org/product/9111445000430/eau-minerale-sidi-ali","9111445000430"
"","Délicia","","d","","250.0","0.3","0.0","61.33","0.0","0.0","0.5","en:Green Dot","","en:Plant-based foods and beverages, en:Plant-based foods, en:Breakfasts, en:Spreads, en:Plant-based spreads, en:Sweet spreads, en:Fruit and vegetable preserves, en:Jams, en:Berry jams, en:Strawberry jams","https://world.openfoodfacts.org/product/6111162000822/delicia","6111162000822"
"","null","","unknown","","467.0","21.0","8.0","5.0","4.0","3.0","9.0","","","en:Plant-based foods and beverages, en:Plant-based foods, en:Dried products, en:Pastas, en:Dried products to be rehydrated, en:Noodles, en:Instant noodles","https://world.openfoodfacts.org/product/5285000396437/null","5285000396437"
"eau minerale","Nestlé, Nestlé Waters, Vittel","leclerc","a","","","","","","0.0013","","","Point Vert,Nutriscore,Nutriscore A,Triman,Source thermale, Végétarien","France","Beverages and beverages preparations, Beverages, Waters, Spring waters, Mineral waters, Natural mineral waters, en:unsweetened-beverages","https://world.openfoodfacts.org/product/7613036249928/eau-minerale-nestle","7613036249928"
"Tomaten Ketchup","Heinz","Magasins U,E.Leclerc,carrefour.fr","d","","102.0","0.1","0.1","22.8","1.8","","1.2","Sans conservateurs,Point Vert,Sans épaississant","","Condiments,Sauces,Sauces tomate,Ketchup,Ketchup de tomate,en:Groceries","https://world.openfoodfacts.org/product/87157277/tomato-ketchup-910-g-flacon-heinz","87157277"
"","","","unknown","","","","","","","","","","","","https://world.openfoodfacts.org/product/6111259733749","6111259733749"
"Greek Style Yoghurt","Yeo Valley","","c","","115.0","8.3","5.5","4.9","0.0975","","4.5","Sans gluten,Bio,Bio européen,GB-ORG-05,Sans sucre ajouté","","Produits laitiers,Produits fermentés,Produits laitiers fermentés,Desserts,Desserts lactés,Desserts lactés fermentés,Yaourts,Desserts lactés fermentés nature,Yaourts natures,Yaourts au lait de vache,Yaourts à la grecque","https://world.openfoodfacts.org/product/5036589200970/greek-style-yoghurt-yeo-valley","5036589200970"
"Finn Crisp - Original","Lantmännen,Finn Crisp","Coop,Spar,Rewe,Lidl,Aldi","b","","350.0","2.6","0.5","1.6","1.4","20.0","10.0","Ballaststoffquelle,Ballaststoffreich","Europäische Union","Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Getreide und Kartoffeln,Brote,Knäckebrote","https://world.openfoodfacts.org/product/6410500090014/finn-crisp-original-200-g-lantmannen","6410500090014"
"Príncipe crema de chocolate","LU","Condis,Consum","e","","469.0","17.0","5.6","32.0","0.49","3.1","6.2","Fuente de fibra alimentaria,Punto Verde","","Botanas,Snacks dulces,Galletas y pasteles,en:Biscuits and crackers,Galletas,Galletas de chocolate,Galletas rellenas","https://world.openfoodfacts.org/product/7622210204424/crema-de-chocolate-lu","7622210204424"
"Moelleux au chocolat🍫 noisette 🥜","Lu","Magasins U,carrefour.fr,Carrefour Market,Carrefour,Carrefour Contact,E.leclerc,Auchan,Cora,Franprix","c","","398.0","14.2","1.8","22.0","0.255","6.9","5.2","Source of fibre,High fibres","France,Nantes","fr:Céréales complètes","https://world.openfoodfacts.org/product/7622210770714/moelleux-au-chocolat%F0%9F%8D%AB-noisette-%F0%9F%A5%9C-lu","7622210770714"
"Kinder Bueno White","Ferrero,Kinder","Lidl,Kaufland,Leclerc,Carrefour,Auchan,Consum","e","","571.0","35.9","16.8","43.9","0.33","","8.5","Triman","Unspecified","Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolate candies,Bars,Bonbons,Candy chocolate bars,Chocolate confectioneries filled with wafer","https://world.openfoodfacts.org/product/80761761/kinder-bueno-white-ferrero","80761761"
"meat feast pizza","co op","","c","","187.0","5.02","1.04","6.56","0.862","1.78","9.65","","","Meals with meat","https://world.openfoodfacts.org/product/10001295/meat-feast-pizza-co-op","10001295"
"Fermentiertes Sojaprodukt, Ungesüßt","Alpro","REWE,ICA Supermarket,Delhaize,Franprix,Kaufland,Tesco Extra,carrefour.fr,K-Supermarket","a","","42.0","2.3","0.4","0.0","0.24","0.9","4.0","Glutenfrei, Vegetarisch, Vegan, Europäische Vegetarier-Union, Europäische Vegetarier-Union Vegan, Laktosefrei, Nutriscore, Nutriscore Note A, Too good to go","","Pflanzliche Lebensmittel und Getränke, Fermentierte Lebensmittel, en:Dairy substitutes, Desserts, en:Vegan products, Milchfreie Nachtische, Fermentierte Lebensmittel ohne Milch, Pflanzenbasierte Joghurts, Sojajoghurt","https://world.openfoodfacts.org/product/5411188118121/alpro-nature-zonder-suikers","5411188118121"
